Epoch: 53, Loss: 0.8636, Train: 93.48%, Valid: 68.02%, Test In: 68.57% Test OOD1: 61.34% Test OOD2: 50.61% Test OOD3: 58.93% 
Epoch: 54, Loss: 0.8390, Train: 93.91%, Valid: 68.02%, Test In: 68.53% Test OOD1: 61.18% Test OOD2: 50.63% Test OOD3: 58.88% 
Epoch: 55, Loss: 0.8218, Train: 94.24%, Valid: 67.95%, Test In: 68.50% Test OOD1: 61.04% Test OOD2: 50.69% Test OOD3: 58.75% 
Epoch: 56, Loss: 0.8044, Train: 94.70%, Valid: 67.88%, Test In: 68.38% Test OOD1: 61.19% Test OOD2: 50.63% Test OOD3: 58.81% 
Epoch: 57, Loss: 0.7760, Train: 95.19%, Valid: 67.87%, Test In: 68.41% Test OOD1: 61.08% Test OOD2: 50.71% Test OOD3: 58.79% 
Epoch: 58, Loss: 0.7267, Train: 95.57%, Valid: 67.87%, Test In: 68.34% Test OOD1: 61.03% Test OOD2: 50.75% Test OOD3: 58.72% 
Epoch: 59, Loss: 0.7237, Train: 96.06%, Valid: 67.81%, Test In: 68.21% Test OOD1: 60.90% Test OOD2: 50.72% Test OOD3: 58.55% 
Epoch: 60, Loss: 0.6912, Train: 96.41%, Valid: 67.83%, Test In: 68.24% Test OOD1: 60.79% Test OOD2: 50.80% Test OOD3: 58.52% 
Epoch: 61, Loss: 0.6607, Train: 96.69%, Valid: 67.79%, Test In: 68.09% Test OOD1: 60.92% Test OOD2: 50.82% Test OOD3: 58.57% 
Epoch: 62, Loss: 0.6442, Train: 97.12%, Valid: 67.66%, Test In: 68.05% Test OOD1: 61.05% Test OOD2: 50.80% Test OOD3: 58.68% 
Epoch: 63, Loss: 0.6414, Train: 97.33%, Valid: 67.60%, Test In: 67.95% Test OOD1: 61.12% Test OOD2: 50.86% Test OOD3: 58.63% 
Epoch: 64, Loss: 0.6071, Train: 97.60%, Valid: 67.58%, Test In: 67.90% Test OOD1: 60.90% Test OOD2: 50.95% Test OOD3: 58.56% 
Epoch: 65, Loss: 0.5853, Train: 97.96%, Valid: 67.42%, Test In: 67.85% Test OOD1: 60.95% Test OOD2: 50.89% Test OOD3: 58.52% 
Epoch: 66, Loss: 0.5877, Train: 98.13%, Valid: 67.30%, Test In: 67.63% Test OOD1: 60.91% Test OOD2: 50.93% Test OOD3: 58.36% 
Epoch: 67, Loss: 0.5749, Train: 98.29%, Valid: 67.51%, Test In: 67.70% Test OOD1: 60.73% Test OOD2: 50.97% Test OOD3: 58.41% 
Epoch: 68, Loss: 0.5652, Train: 98.51%, Valid: 67.23%, Test In: 67.40% Test OOD1: 60.94% Test OOD2: 50.77% Test OOD3: 58.34% 
Epoch: 69, Loss: 0.5323, Train: 98.71%, Valid: 67.21%, Test In: 67.35% Test OOD1: 60.79% Test OOD2: 50.84% Test OOD3: 58.36% 
Epoch: 70, Loss: 0.4917, Train: 98.83%, Valid: 67.47%, Test In: 67.58% Test OOD1: 60.56% Test OOD2: 51.06% Test OOD3: 58.52% 
Epoch: 71, Loss: 0.5130, Train: 99.04%, Valid: 67.10%, Test In: 67.29% Test OOD1: 60.61% Test OOD2: 50.97% Test OOD3: 58.42% 
Epoch: 72, Loss: 0.4698, Train: 99.16%, Valid: 66.83%, Test In: 67.02% Test OOD1: 60.60% Test OOD2: 50.94% Test OOD3: 58.34% 
Epoch: 73, Loss: 0.4714, Train: 99.28%, Valid: 67.29%, Test In: 67.27% Test OOD1: 60.49% Test OOD2: 51.12% Test OOD3: 58.47% 
Epoch: 74, Loss: 0.4507, Train: 99.38%, Valid: 67.16%, Test In: 67.07% Test OOD1: 60.66% Test OOD2: 51.10% Test OOD3: 58.46% 
Epoch: 75, Loss: 0.4227, Train: 99.48%, Valid: 66.81%, Test In: 66.77% Test OOD1: 60.73% Test OOD2: 50.96% Test OOD3: 58.36% 
Epoch: 76, Loss: 0.4268, Train: 99.56%, Valid: 67.15%, Test In: 67.04% Test OOD1: 60.60% Test OOD2: 51.03% Test OOD3: 58.43% 
Epoch: 77, Loss: 0.4178, Train: 99.60%, Valid: 67.12%, Test In: 67.07% Test OOD1: 60.61% Test OOD2: 51.08% Test OOD3: 58.59% 
Epoch: 78, Loss: 0.4148, Train: 99.64%, Valid: 67.11%, Test In: 67.09% Test OOD1: 60.66% Test OOD2: 51.13% Test OOD3: 58.63% 
Epoch: 79, Loss: 0.3985, Train: 99.69%, Valid: 66.89%, Test In: 66.98% Test OOD1: 60.61% Test OOD2: 51.07% Test OOD3: 58.62% 
Epoch: 80, Loss: 0.3735, Train: 99.71%, Valid: 66.87%, Test In: 67.03% Test OOD1: 60.64% Test OOD2: 51.05% Test OOD3: 58.62% 
Epoch: 81, Loss: 0.3879, Train: 99.72%, Valid: 67.04%, Test In: 67.17% Test OOD1: 60.63% Test OOD2: 51.17% Test OOD3: 58.49% 
Epoch: 82, Loss: 0.4054, Train: 99.76%, Valid: 66.68%, Test In: 66.84% Test OOD1: 60.74% Test OOD2: 51.02% Test OOD3: 58.47% 
Epoch: 83, Loss: 0.3633, Train: 99.78%, Valid: 66.76%, Test In: 66.92% Test OOD1: 60.86% Test OOD2: 51.05% Test OOD3: 58.57% 
Epoch: 84, Loss: 0.3614, Train: 99.80%, Valid: 67.01%, Test In: 67.17% Test OOD1: 61.12% Test OOD2: 51.21% Test OOD3: 58.70% 
Epoch: 85, Loss: 0.3709, Train: 99.83%, Valid: 66.93%, Test In: 67.04% Test OOD1: 60.91% Test OOD2: 51.22% Test OOD3: 58.53% 
Epoch: 86, Loss: 0.3298, Train: 99.85%, Valid: 66.85%, Test In: 67.01% Test OOD1: 60.55% Test OOD2: 51.20% Test OOD3: 58.32% 
Epoch: 87, Loss: 0.3455, Train: 99.87%, Valid: 66.81%, Test In: 66.96% Test OOD1: 60.39% Test OOD2: 51.25% Test OOD3: 58.13% 
Epoch: 88, Loss: 0.3222, Train: 99.88%, Valid: 66.67%, Test In: 66.87% Test OOD1: 60.56% Test OOD2: 51.26% Test OOD3: 58.17% 
Epoch: 89, Loss: 0.3382, Train: 99.89%, Valid: 66.89%, Test In: 67.06% Test OOD1: 60.62% Test OOD2: 51.32% Test OOD3: 58.29% 
Epoch: 90, Loss: 0.3073, Train: 99.90%, Valid: 66.89%, Test In: 67.11% Test OOD1: 60.80% Test OOD2: 51.37% Test OOD3: 58.39% 
Epoch: 91, Loss: 0.3163, Train: 99.91%, Valid: 66.77%, Test In: 67.08% Test OOD1: 61.00% Test OOD2: 51.44% Test OOD3: 58.46% 
Epoch: 92, Loss: 0.3188, Train: 99.92%, Valid: 67.01%, Test In: 67.22% Test OOD1: 60.88% Test OOD2: 51.50% Test OOD3: 58.48% 
Epoch: 93, Loss: 0.2978, Train: 99.93%, Valid: 67.11%, Test In: 67.25% Test OOD1: 60.67% Test OOD2: 51.50% Test OOD3: 58.48% 
