index,dataset,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,lamda,K,hidden_channels,other_env_reduce,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,highest_ood_test_2,highest_ood_test_2_std,highest_ood_test_3,highest_ood_test_3_std,final_ood_test_1,final_ood_test_1_std,final_ood_test_2,final_ood_test_2_std,final_ood_test_3,final_ood_test_3_std,last_final_ood_test
21,twitch,stage1,twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/021_twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 1.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv,0,982.37,0.005,5e-05,0.2,1.0,4,32,env,77.94,0.1,73.93,0.01,75.0,0.04,77.89,0.1,74.96,0.0,69.22,0.03,54.12,0.13,64.29,0.02,68.15,0.07,53.89,0.01,63.86,0.09,63.86
22,twitch,stage1,twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/022_twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 1.0 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels64_other_env_reduceenv,0,823.82,0.005,5e-05,0.2,1.0,4,64,env,79.88,0.17,73.88,0.12,74.94,0.06,79.11,1.03,74.88,0.01,69.1,0.07,54.3,0.02,64.27,0.02,67.81,0.8,53.59,0.1,63.2,0.7,63.2
23,twitch,stage1,twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/023_twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 2.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels32_other_env_reduceenv,0,740.31,0.005,5e-05,0.2,2.0,4,32,env,78.28,0.11,73.94,0.0,74.98,0.09,78.21,0.19,74.97,0.08,69.21,0.03,54.1,0.11,64.28,0.02,68.16,0.15,53.85,0.09,63.62,0.1,63.62
24,twitch,stage1,twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/024_twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 2.0 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels64_other_env_reduceenv,0,585.29,0.005,5e-05,0.2,2.0,4,64,env,80.1,0.24,73.84,0.05,74.91,0.09,79.58,0.04,74.79,0.11,69.19,0.02,54.26,0.09,64.29,0.05,67.88,0.31,53.74,0.16,63.17,0.18,63.17
25,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda0.1_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/025_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda0.1_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --lamda 0.1 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda0.1_K4_hidden_channels32_other_env_reduceenv,0,649.67,0.001,5e-05,0.0,0.1,4,32,env,77.25,0.34,72.27,0.2,74.28,0.09,77.18,0.24,74.26,0.1,68.1,0.06,53.95,0.07,64.03,0.06,67.81,0.16,53.69,0.11,63.92,0.12,63.92
26,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda0.1_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/026_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda0.1_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --lamda 0.1 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda0.1_K4_hidden_channels64_other_env_reduceenv,0,667.99,0.001,5e-05,0.0,0.1,4,64,env,77.99,0.1,72.44,0.07,74.39,0.05,77.75,0.22,74.35,0.05,68.22,0.05,54.56,0.11,64.1,0.01,67.57,0.05,53.94,0.06,63.88,0.02,63.88
27,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda1.0_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/027_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda1.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --lamda 1.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda1.0_K4_hidden_channels32_other_env_reduceenv,0,498.11,0.001,5e-05,0.0,1.0,4,32,env,77.51,0.31,72.24,0.19,74.23,0.09,77.37,0.11,74.2,0.12,68.08,0.06,53.94,0.07,64.06,0.05,67.69,0.13,53.69,0.12,63.92,0.09,63.92
28,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda1.0_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/028_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda1.0_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --lamda 1.0 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda1.0_K4_hidden_channels64_other_env_reduceenv,0,498.7,0.001,5e-05,0.0,1.0,4,64,env,78.33,0.03,72.37,0.2,74.35,0.05,78.17,0.19,74.26,0.07,68.2,0.01,54.58,0.12,64.08,0.03,67.5,0.2,53.98,0.16,63.77,0.03,63.77
29,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda2.0_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/029_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda2.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --lamda 2.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda2.0_K4_hidden_channels32_other_env_reduceenv,0,484.94,0.001,5e-05,0.0,2.0,4,32,env,77.35,0.35,72.22,0.08,74.24,0.03,77.34,0.33,74.19,0.04,68.07,0.01,53.92,0.04,64.04,0.05,67.69,0.08,53.68,0.02,63.87,0.01,63.87
30,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda2.0_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/030_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda2.0_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --lamda 2.0 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.0_lamda2.0_K4_hidden_channels64_other_env_reduceenv,0,412.91,0.001,5e-05,0.0,2.0,4,64,env,78.41,0.1,72.4,0.09,74.35,0.01,78.04,0.21,74.28,0.05,68.22,0.11,54.59,0.12,64.13,0.02,67.6,0.1,54.02,0.18,63.9,0.09,63.9
31,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda0.1_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/031_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda0.1_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --lamda 0.1 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda0.1_K4_hidden_channels32_other_env_reduceenv,0,471.34,0.001,5e-05,0.2,0.1,4,32,env,76.49,0.03,73.04,0.03,74.48,0.02,76.48,0.02,74.45,0.03,68.81,0.0,53.89,0.09,64.17,0.03,68.74,0.01,53.29,0.04,64.15,0.03,64.15
32,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda0.1_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/032_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda0.1_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --lamda 0.1 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda0.1_K4_hidden_channels64_other_env_reduceenv,0,438.2,0.001,5e-05,0.2,0.1,4,64,env,77.15,0.08,73.46,0.02,74.74,0.04,77.14,0.07,74.73,0.03,68.91,0.02,54.71,0.06,64.31,0.03,68.66,0.04,53.51,0.08,64.23,0.03,64.23
33,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/033_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --lamda 1.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv,0,538.6,0.001,5e-05,0.2,1.0,4,32,env,76.41,0.06,73.02,0.03,74.43,0.02,76.41,0.06,74.43,0.02,68.82,0.02,53.88,0.08,64.14,0.0,68.69,0.01,53.24,0.02,64.08,0.02,64.08
34,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/034_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --lamda 1.0 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda1.0_K4_hidden_channels64_other_env_reduceenv,0,484.61,0.001,5e-05,0.2,1.0,4,64,env,77.32,0.11,73.45,0.04,74.74,0.03,77.31,0.13,74.74,0.03,68.96,0.03,54.62,0.02,64.31,0.02,68.7,0.06,53.58,0.02,64.23,0.01,64.23
35,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels32_other_env_reduceenv,search_logs/twitch/stage1/035_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --lamda 2.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels32_other_env_reduceenv,0,1233.98,0.001,5e-05,0.2,2.0,4,32,env,76.51,0.04,73.02,0.04,74.45,0.04,76.51,0.04,74.42,0.01,68.87,0.02,53.87,0.07,64.14,0.02,68.78,0.06,53.28,0.09,64.11,0.05,64.11
36,twitch,stage1,twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels64_other_env_reduceenv,search_logs/twitch/stage1/036_twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels64_other_env_reduceenv.log,python main.py --dataset twitch --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 3 --seed 2024 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --lamda 2.0 --K 4 --hidden_channels 64 --other_env_reduce env --result_name twitch_stage1_lr0.001_weight_decay5e-05_dropout0.2_lamda2.0_K4_hidden_channels64_other_env_reduceenv,0,1132.07,0.001,5e-05,0.2,2.0,4,64,env,77.34,0.03,73.48,0.04,74.75,0.02,77.33,0.06,74.75,0.02,68.97,0.02,54.57,0.0,64.36,0.01,68.69,0.08,53.57,0.01,64.27,0.03,64.27
