index,dataset,backbone,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,hidden_channels,K,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,final_ood_test_1,final_ood_test_1_std,last_final_ood_test
18,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels32_K3,search_logs_frontdoor/cora/gat/stage1/018_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels32_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.1 --hidden_channels 32 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels32_K3,0,300.94,0.005,0.0,0.1,32,3,100.0,0.0,97.56,0.31,98.08,0.07,100.0,0.0,97.86,0.24,98.42,0.21,95.67,3.46,95.67
19,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels64_K2,search_logs_frontdoor/cora/gat/stage1/019_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels64_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.1 --hidden_channels 64 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels64_K2,0,282.74,0.005,0.0,0.1,64,2,100.0,0.0,97.71,0.03,97.98,0.0,100.0,0.0,97.61,0.1,98.17,0.04,97.94,0.12,97.94
20,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels64_K3,search_logs_frontdoor/cora/gat/stage1/020_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels64_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.1 --hidden_channels 64 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.1_hidden_channels64_K3,0,289.27,0.005,0.0,0.1,64,3,100.0,0.0,97.83,0.07,98.15,0.17,100.0,0.0,97.86,0.24,98.07,0.38,96.29,0.43,96.29
21,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels32_K2,search_logs_frontdoor/cora/gat/stage1/021_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels32_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.2 --hidden_channels 32 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels32_K2,0,243.15,0.005,0.0,0.2,32,2,100.0,0.0,97.44,0.0,97.98,0.07,100.0,0.0,97.86,0.24,98.63,0.01,98.22,0.38,98.22
22,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels32_K3,search_logs_frontdoor/cora/gat/stage1/022_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels32_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.2 --hidden_channels 32 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels32_K3,0,278.73,0.005,0.0,0.2,32,3,100.0,0.0,97.66,0.1,98.15,0.03,100.0,0.0,98.01,0.17,98.75,0.04,98.48,0.13,98.48
23,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels64_K2,search_logs_frontdoor/cora/gat/stage1/023_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels64_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.2 --hidden_channels 64 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels64_K2,0,259.54,0.005,0.0,0.2,64,2,100.0,0.0,97.86,0.03,98.1,0.03,100.0,0.0,97.81,0.1,98.76,0.02,98.41,0.17,98.41
24,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels64_K3,search_logs_frontdoor/cora/gat/stage1/024_cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels64_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 0.0 --dropout 0.2 --hidden_channels 64 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay0.0_dropout0.2_hidden_channels64_K3,0,330.47,0.005,0.0,0.2,64,3,100.0,0.0,97.71,0.03,98.25,0.1,100.0,0.0,97.71,0.03,98.75,0.03,98.39,0.08,98.39
25,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels32_K2,search_logs_frontdoor/cora/gat/stage1/025_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels32_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 32 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels32_K2,0,266.76,0.005,5e-05,0.1,32,2,100.0,0.0,97.64,0.07,97.93,0.14,100.0,0.0,97.61,0.1,98.2,0.03,97.24,0.24,97.24
26,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels32_K3,search_logs_frontdoor/cora/gat/stage1/026_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels32_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 32 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels32_K3,0,237.14,0.005,5e-05,0.1,32,3,100.0,0.0,97.74,0.07,98.15,0.03,100.0,0.0,97.91,0.24,98.2,0.15,97.34,0.33,97.34
27,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels64_K2,search_logs_frontdoor/cora/gat/stage1/027_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels64_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 64 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels64_K2,0,243.46,0.005,5e-05,0.1,64,2,100.0,0.0,97.88,0.21,98.25,0.17,100.0,0.0,97.69,0.21,97.46,0.21,96.87,0.19,96.87
28,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels64_K3,search_logs_frontdoor/cora/gat/stage1/028_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels64_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 64 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.1_hidden_channels64_K3,0,238.01,0.005,5e-05,0.1,64,3,100.0,0.0,98.08,0.14,98.28,0.07,100.0,0.0,98.2,0.17,97.76,0.56,95.05,2.87,95.05
29,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels32_K2,search_logs_frontdoor/cora/gat/stage1/029_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels32_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 32 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels32_K2,0,251.7,0.005,5e-05,0.2,32,2,100.0,0.0,97.51,0.03,98.03,0.0,100.0,0.0,97.61,0.24,98.62,0.07,98.15,0.27,98.15
30,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels32_K3,search_logs_frontdoor/cora/gat/stage1/030_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels32_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 32 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels32_K3,0,223.77,0.005,5e-05,0.2,32,3,100.0,0.0,97.61,0.17,98.1,0.17,100.0,0.0,97.76,0.17,98.73,0.04,98.63,0.01,98.63
31,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels64_K2,search_logs_frontdoor/cora/gat/stage1/031_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels64_K2.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 64 --K 2 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels64_K2,0,225.08,0.005,5e-05,0.2,64,2,100.0,0.0,97.88,0.07,98.2,0.03,100.0,0.0,97.93,0.07,98.7,0.01,98.12,0.17,98.12
32,cora,gat,stage1,cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels64_K3,search_logs_frontdoor/cora/gat/stage1/032_cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels64_K3.log,python main_frontdoor.py --dataset cora --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --combine_result --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 64 --K 3 --result_name cora_gat_frontdoor_stage1_lr0.005_weight_decay5e-05_dropout0.2_hidden_channels64_K3,0,202.35,0.005,5e-05,0.2,64,3,100.0,0.0,97.78,0.0,98.18,0.07,100.0,0.0,98.03,0.07,98.63,0.03,97.88,0.17,97.88
