index,dataset,backbone,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,hidden_channels,K,lambda_fd,lambda_spu,lambda_ind,context_gate_temp,fd_blend,pos_weight,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,highest_ood_test_2,highest_ood_test_2_std,highest_ood_test_3,highest_ood_test_3_std,final_ood_test_1,final_ood_test_1_std,final_ood_test_2,final_ood_test_2_std,final_ood_test_3,final_ood_test_3_std,last_final_ood_test
68,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/068_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,0,178.23,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,1.0,0.3,5.0,85.64,1.08,73.8,0.19,75.02,0.11,78.97,1.56,74.89,0.04,68.28,0.08,54.64,0.55,64.52,0.15,67.2,0.21,54.61,0.56,63.94,0.02,63.94
69,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/069_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,0,167.79,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,1.0,0.3,7.0,83.91,3.59,73.49,0.04,74.84,0.18,78.7,0.19,74.65,0.11,68.33,0.44,54.69,0.24,64.38,0.16,67.37,0.59,54.28,0.23,63.84,0.24,63.84
70,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/070_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,0,244.59,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,1.0,0.5,3.0,86.45,3.52,73.77,0.31,74.94,0.12,77.85,0.61,74.81,0.09,68.29,0.09,54.92,0.46,64.48,0.02,66.72,0.39,54.52,0.92,63.75,0.31,63.75
71,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/071_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,0,178.53,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,1.0,0.5,5.0,85.05,0.48,73.69,0.16,74.88,0.22,78.75,0.96,74.83,0.19,68.2,0.25,55.11,0.18,64.36,0.16,67.17,0.1,54.61,0.02,63.74,0.37,63.74
72,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/072_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.05 --lambda_ind 0.1 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.05_lambda_ind0.1_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,0,165.95,0.01,0.0001,0.0,32,3,1.0,0.05,0.1,1.0,0.5,7.0,84.26,0.61,73.46,0.11,74.83,0.01,79.2,0.54,74.74,0.04,68.31,0.12,54.55,0.02,64.27,0.15,66.95,0.47,54.02,0.03,63.63,0.59,63.63
73,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/073_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,0,173.6,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,0.5,0.3,3.0,87.62,3.98,73.34,0.21,74.81,0.02,77.57,0.84,74.71,0.05,68.29,0.09,54.88,0.73,64.54,0.24,66.84,0.06,54.36,1.19,64.04,0.28,64.04
74,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/074_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,0,174.32,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,0.5,0.3,5.0,86.42,1.41,73.59,0.16,74.97,0.1,77.86,0.88,74.91,0.01,68.27,0.05,54.74,0.52,64.39,0.14,66.85,0.72,54.28,0.46,63.94,0.1,63.94
75,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/075_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.3_pos_weight7.0,0,167.61,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,0.5,0.3,7.0,84.8,1.35,73.57,0.23,74.82,0.04,79.27,1.52,74.7,0.19,68.31,0.45,54.98,0.06,64.29,0.2,67.35,0.28,54.45,0.03,63.8,0.3,63.8
76,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/076_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight3.0,0,168.94,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,0.5,0.5,3.0,87.37,1.46,73.69,0.15,74.88,0.09,77.9,1.52,74.79,0.14,68.05,0.49,55.27,0.0,64.28,0.2,66.32,0.14,54.43,0.76,63.65,0.12,63.65
77,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/077_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight5.0,0,179.35,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,0.5,0.5,5.0,86.13,0.28,73.5,0.07,74.97,0.06,78.43,0.18,74.87,0.08,68.32,0.04,54.62,0.69,64.4,0.0,67.73,0.06,54.13,0.7,64.17,0.09,64.17
78,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/078_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 0.5 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp0.5_fd_blend0.5_pos_weight7.0,0,217.98,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,0.5,0.5,7.0,84.87,0.25,73.41,0.11,74.74,0.11,78.56,0.19,74.6,0.2,68.26,0.1,54.69,0.51,64.26,0.11,66.94,0.01,54.33,0.37,63.61,0.23,63.61
79,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/079_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight3.0,0,208.45,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,1.0,0.3,3.0,87.67,2.29,73.48,0.19,74.96,0.15,77.56,0.67,74.92,0.13,68.03,0.08,54.77,0.26,64.35,0.02,67.15,0.07,54.34,0.65,64.03,0.13,64.03
80,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/080_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight5.0,0,169.73,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,1.0,0.3,5.0,84.23,2.78,73.82,0.1,74.98,0.19,79.42,0.16,74.84,0.05,68.13,0.15,55.14,0.3,64.41,0.16,66.23,1.0,54.4,0.2,63.41,0.79,63.41
81,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/081_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.3 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.3_pos_weight7.0,0,173.7,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,1.0,0.3,7.0,83.49,1.98,73.68,0.2,74.99,0.21,78.73,1.31,74.77,0.24,68.36,0.57,54.84,0.17,64.34,0.11,66.42,0.09,54.29,0.43,63.39,0.18,63.39
82,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/082_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight3.0,0,171.01,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,1.0,0.5,3.0,87.48,4.2,73.79,0.13,75.0,0.03,77.55,0.26,74.86,0.09,68.26,0.36,54.98,0.03,64.45,0.05,66.7,0.8,54.42,0.62,63.8,0.25,63.8
83,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/083_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight5.0,0,169.98,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,1.0,0.5,5.0,85.35,2.15,73.66,0.4,74.92,0.07,78.28,0.27,74.88,0.02,68.4,0.12,54.9,0.23,64.35,0.06,67.31,0.37,54.1,0.44,63.81,0.13,63.81
84,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,search_logs_frontdoor/twitch/gcn/stage2/084_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.05 --context_gate_temp 1.0 --fd_blend 0.5 --pos_weight 7.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.05_context_gate_temp1.0_fd_blend0.5_pos_weight7.0,0,163.55,0.01,0.0001,0.0,32,3,1.0,0.1,0.05,1.0,0.5,7.0,85.87,2.48,73.09,0.03,74.76,0.03,78.03,0.34,74.73,0.05,68.02,0.35,54.67,0.29,64.19,0.08,67.42,0.21,53.86,0.38,63.96,0.09,63.96
85,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,search_logs_frontdoor/twitch/gcn/stage2/085_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 3.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight3.0,0,173.58,0.01,0.0001,0.0,32,3,1.0,0.1,0.1,0.5,0.3,3.0,86.97,1.63,73.38,0.29,74.9,0.06,78.27,1.55,74.69,0.05,68.3,0.05,54.95,0.14,64.41,0.01,66.84,0.22,54.32,0.26,63.72,0.14,63.72
86,twitch,gcn,stage2,twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,search_logs_frontdoor/twitch/gcn/stage2/086_twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0.log,python main_frontdoor.py --dataset twitch --backbone_type gcn --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.01 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --lambda_fd 1.0 --lambda_spu 0.1 --lambda_ind 0.1 --context_gate_temp 0.5 --fd_blend 0.3 --pos_weight 5.0 --result_name twitch_gcn_frontdoor_stage2_lr0.01_weight_decay0.0001_dropout0.0_hidden_channels32_K3_lambda_fd1.0_lambda_spu0.1_lambda_ind0.1_context_gate_temp0.5_fd_blend0.3_pos_weight5.0,0,181.76,0.01,0.0001,0.0,32,3,1.0,0.1,0.1,0.5,0.3,5.0,85.55,2.51,73.53,0.02,75.06,0.29,78.46,2.09,74.43,0.41,68.08,0.22,54.86,0.29,64.41,0.05,66.99,0.14,54.11,0.63,63.34,0.72,63.34
