index,dataset,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,lamda,K,hidden_channels,other_env_reduce,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,highest_ood_test_2,highest_ood_test_2_std,highest_ood_test_3,highest_ood_test_3_std,highest_ood_test_4,highest_ood_test_4_std,highest_ood_test_5,highest_ood_test_5_std,highest_ood_test_6,highest_ood_test_6_std,highest_ood_test_7,highest_ood_test_7_std,highest_ood_test_8,highest_ood_test_8_std,final_ood_test_1,final_ood_test_1_std,final_ood_test_2,final_ood_test_2_std,final_ood_test_3,final_ood_test_3_std,final_ood_test_4,final_ood_test_4_std,final_ood_test_5,final_ood_test_5_std,final_ood_test_6,final_ood_test_6_std,final_ood_test_7,final_ood_test_7_std,final_ood_test_8,final_ood_test_8_std,last_final_ood_test
21,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda0.5_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/021_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda0.5_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.1 --lamda 0.5 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda0.5_K3_hidden_channels32_other_env_reduceenv,0,373.3,0.005,0.001,0.1,0.5,3,32,env,100.0,0.0,78.07,1.37,81.64,0.65,100.0,0.0,78.77,0.62,79.34,1.23,66.09,1.96,54.95,1.18,51.88,0.92,50.22,1.79,51.63,0.37,66.66,2.41,62.83,2.65,76.12,3.54,64.47,1.94,53.31,0.36,49.86,0.96,47.77,0.72,48.54,0.5,52.89,2.9,50.52,0.8,50.52
22,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda0.5_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/022_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda0.5_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.1 --lamda 0.5 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda0.5_K4_hidden_channels32_other_env_reduceenv,0,464.55,0.005,0.001,0.1,0.5,4,32,env,100.0,0.0,77.46,0.84,83.58,1.36,100.0,0.0,80.76,3.17,80.41,1.71,69.03,4.42,54.88,1.71,52.47,1.53,50.78,2.39,54.86,1.8,65.29,3.42,57.37,3.6,77.71,3.49,66.7,4.32,53.43,1.54,50.19,2.54,48.25,2.01,49.73,3.57,57.62,9.53,52.47,4.75,52.47
23,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda1.0_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/023_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda1.0_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.1 --lamda 1.0 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda1.0_K3_hidden_channels32_other_env_reduceenv,0,362.08,0.005,0.001,0.1,1.0,3,32,env,100.0,0.0,77.28,1.37,81.17,1.46,100.0,0.0,76.89,2.65,80.54,0.74,67.81,2.05,54.55,0.72,51.44,1.15,50.01,1.81,51.64,0.36,66.66,2.41,62.88,2.71,76.43,3.14,65.42,1.24,53.42,1.04,50.32,1.74,47.96,0.64,48.43,0.45,49.68,0.8,49.56,1.67,49.56
24,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda1.0_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/024_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda1.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.1 --lamda 1.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.1_lamda1.0_K4_hidden_channels32_other_env_reduceenv,0,435.86,0.005,0.001,0.1,1.0,4,32,env,100.0,0.0,78.39,3.88,83.2,1.18,100.0,0.0,79.62,2.08,79.72,1.72,68.44,3.94,53.67,1.35,51.51,0.96,49.62,1.82,53.26,2.83,62.84,4.51,55.02,3.14,75.06,0.68,65.5,3.11,51.86,0.96,48.49,0.76,47.4,0.85,48.43,1.09,54.9,4.25,51.47,3.38,51.47
25,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.1_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/025_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.1_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.2 --lamda 0.1 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.1_K3_hidden_channels32_other_env_reduceenv,0,356.01,0.005,0.001,0.2,0.1,3,32,env,100.0,0.0,78.87,0.0,82.41,0.69,100.0,0.0,79.89,2.76,77.08,1.19,63.88,1.43,54.52,0.69,51.72,1.69,50.82,1.84,51.8,0.73,65.18,3.92,62.02,3.78,71.11,3.48,61.97,2.93,52.58,1.23,50.07,0.52,48.58,1.02,50.2,1.46,55.27,5.59,52.81,1.88,52.81
26,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.1_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/026_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.1_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.2 --lamda 0.1 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.1_K4_hidden_channels32_other_env_reduceenv,0,270.35,0.005,0.001,0.2,0.1,4,32,env,100.0,0.0,76.43,2.46,81.17,1.46,99.8,0.34,79.97,1.85,77.07,0.83,65.46,3.06,53.96,1.26,51.45,1.03,50.38,0.93,54.19,0.54,65.93,3.7,58.97,3.19,72.03,2.47,63.6,3.49,53.54,1.31,50.96,1.66,49.34,0.69,51.65,2.27,62.5,7.08,56.94,3.73,56.94
27,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.5_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/027_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.5_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.2 --lamda 0.5 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.5_K3_hidden_channels32_other_env_reduceenv,0,230.9,0.005,0.001,0.2,0.5,3,32,env,100.0,0.0,76.49,0.0,81.64,0.65,99.4,0.6,73.71,4.36,74.72,3.37,62.35,1.69,54.69,0.23,51.22,1.22,50.73,1.96,50.86,0.98,64.93,4.14,61.82,4.04,67.96,1.53,58.0,1.03,50.81,2.03,48.35,0.64,46.71,0.81,47.45,0.81,48.93,1.11,48.55,0.48,48.55
28,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.5_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/028_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.5_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.2 --lamda 0.5 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda0.5_K4_hidden_channels32_other_env_reduceenv,0,270.75,0.005,0.001,0.2,0.5,4,32,env,100.0,0.0,78.82,2.3,82.01,0.0,100.0,0.0,79.49,0.0,75.89,2.55,65.26,2.66,54.44,1.23,51.65,0.79,50.12,0.22,53.59,1.21,64.43,1.42,57.54,0.93,72.25,1.68,64.06,3.06,53.48,1.18,50.29,0.9,49.31,0.73,51.15,0.99,60.04,2.72,56.21,1.3,56.21
29,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda1.0_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/029_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda1.0_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.2 --lamda 1.0 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda1.0_K3_hidden_channels32_other_env_reduceenv,0,231.24,0.005,0.001,0.2,1.0,3,32,env,100.0,0.0,77.77,1.2,80.8,1.27,100.0,0.0,78.42,0.0,71.96,0.91,62.94,0.9,53.93,0.63,50.7,1.69,49.92,2.59,50.84,0.98,65.11,4.0,61.95,3.89,70.27,1.43,61.83,1.12,53.01,0.52,49.3,0.59,47.77,0.75,48.92,0.49,54.37,0.83,50.73,1.07,50.73
30,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/030_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.2 --lamda 1.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.2_lamda1.0_K4_hidden_channels32_other_env_reduceenv,0,270.46,0.005,0.001,0.2,1.0,4,32,env,100.0,0.0,79.61,1.29,80.33,1.46,100.0,0.0,78.18,3.36,72.42,1.51,65.19,2.48,54.03,1.09,50.76,0.48,49.75,0.51,52.78,2.28,59.58,2.18,56.04,1.25,68.36,1.35,60.98,2.15,52.29,0.34,48.98,0.95,47.68,0.9,48.87,0.26,52.44,2.74,50.92,1.9,50.92
31,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.1_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/031_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.1_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.3 --lamda 0.1 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.1_K3_hidden_channels32_other_env_reduceenv,0,235.23,0.005,0.001,0.3,0.1,3,32,env,99.21,0.69,74.79,1.47,81.17,1.46,98.6,0.34,76.43,0.58,67.61,1.1,57.03,2.83,53.52,0.81,50.59,1.64,50.85,1.7,50.43,0.95,62.29,6.37,59.8,5.34,63.14,1.19,52.59,2.88,51.79,0.25,48.25,0.5,48.19,0.36,48.71,1.32,52.7,3.8,51.69,2.66,51.69
32,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.1_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/032_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.1_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.3 --lamda 0.1 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.1_K4_hidden_channels32_other_env_reduceenv,0,270.6,0.005,0.001,0.3,0.1,4,32,env,98.8,0.0,71.22,0.0,80.33,1.46,95.29,2.2,76.7,2.83,66.98,0.81,57.04,1.95,52.67,0.26,50.1,0.82,50.25,0.72,51.64,1.67,60.35,3.22,56.38,1.5,63.79,1.4,50.81,2.54,51.27,1.1,47.61,0.26,47.75,1.06,48.1,1.08,50.96,3.26,50.19,0.73,50.19
33,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.5_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/033_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.5_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.3 --lamda 0.5 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.5_K3_hidden_channels32_other_env_reduceenv,0,231.03,0.005,0.001,0.3,0.5,3,32,env,99.81,0.34,73.04,1.57,77.68,1.57,96.88,4.43,70.7,6.45,66.4,1.18,53.77,2.42,53.0,1.82,49.78,2.4,50.44,2.19,50.0,1.26,62.04,6.62,59.2,6.21,61.26,2.09,50.88,3.93,49.58,2.97,47.51,0.61,46.56,2.23,46.6,1.08,50.26,3.42,49.18,2.11,49.18
34,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.5_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/034_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.5_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.3 --lamda 0.5 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda0.5_K4_hidden_channels32_other_env_reduceenv,0,270.42,0.005,0.001,0.3,0.5,4,32,env,99.41,0.0,73.89,2.63,79.96,0.81,98.39,0.93,76.43,0.58,67.81,1.17,58.51,1.32,52.6,0.08,49.49,0.29,49.88,0.62,51.21,1.8,58.57,2.93,54.74,1.7,64.47,0.32,54.5,3.64,50.79,0.99,48.33,0.65,48.38,1.68,48.61,0.63,56.72,3.98,52.8,1.73,52.8
35,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda1.0_K3_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/035_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda1.0_K3_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.3 --lamda 1.0 --K 3 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda1.0_K3_hidden_channels32_other_env_reduceenv,0,234.41,0.005,0.001,0.3,1.0,3,32,env,100.0,0.0,78.02,2.66,79.24,1.43,99.21,0.36,76.05,3.31,67.83,0.43,57.31,1.67,53.9,0.55,50.45,1.78,50.77,1.91,50.24,1.07,62.07,6.52,59.56,5.66,65.89,1.77,56.72,1.82,52.31,0.95,48.79,1.09,48.95,0.5,49.17,0.38,53.34,3.95,52.05,3.43,52.05
36,elliptic,stage1,elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda1.0_K4_hidden_channels32_other_env_reduceenv,search_logs/elliptic/stage1/036_elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda1.0_K4_hidden_channels32_other_env_reduceenv.log,python main.py --dataset elliptic --backbone_type gcn --env_type node --variant --store_result --epochs 500 --runs 3 --num_layers 3 --expert_agg mean --tau 1 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 0.001 --dropout 0.3 --lamda 1.0 --K 4 --hidden_channels 32 --other_env_reduce env --result_name elliptic_stage1_lr0.005_weight_decay0.001_dropout0.3_lamda1.0_K4_hidden_channels32_other_env_reduceenv,0,269.72,0.005,0.001,0.3,1.0,4,32,env,99.61,0.34,76.43,2.46,79.96,0.81,98.57,1.46,77.34,1.93,66.48,0.89,57.11,1.87,52.65,0.14,49.33,0.48,49.6,0.78,51.15,1.9,57.25,2.5,53.34,1.18,63.86,1.5,53.93,4.55,52.03,0.53,48.65,0.49,48.08,0.85,48.75,1.11,53.31,3.67,51.32,2.36,51.32
