index,dataset,backbone,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,hidden_channels,K,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,highest_ood_test_2,highest_ood_test_2_std,highest_ood_test_3,highest_ood_test_3_std,final_ood_test_1,final_ood_test_1_std,final_ood_test_2,final_ood_test_2_std,final_ood_test_3,final_ood_test_3_std,last_final_ood_test
46,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/046_twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.005 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels32_K3,0,192.04,0.005,0.0001,0.2,32,3,78.92,0.18,75.14,0.07,75.77,0.08,78.4,0.35,75.68,0.19,67.8,0.05,54.47,0.0,63.49,0.37,67.42,0.14,54.13,0.02,62.98,0.37,62.98
47,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/047_twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.005 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels64_K2,0,189.85,0.005,0.0001,0.2,64,2,80.32,0.67,75.14,0.06,75.71,0.07,79.77,0.88,75.7,0.06,68.15,0.02,54.62,0.05,63.66,0.29,67.18,0.11,54.38,0.03,62.78,0.35,62.78
48,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/048_twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.005 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.005_weight_decay0.0001_dropout0.2_hidden_channels64_K3,0,196.64,0.005,0.0001,0.2,64,3,81.13,0.25,75.12,0.02,75.62,0.08,79.16,0.86,75.49,0.02,68.04,0.12,54.73,0.25,63.64,0.22,67.04,0.69,54.22,0.18,62.75,0.71,62.75
49,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels32_K2,search_logs_frontdoor/twitch/gat/stage1/049_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels32_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --hidden_channels 32 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels32_K2,0,226.61,0.001,5e-05,0.0,32,2,78.44,0.19,74.31,0.08,75.29,0.08,78.04,0.33,75.28,0.1,68.22,0.13,54.98,0.15,64.05,0.07,68.17,0.13,54.69,0.23,64.02,0.04,64.02
50,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/050_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels32_K3,0,182.1,0.001,5e-05,0.0,32,3,78.29,0.11,74.2,0.01,75.2,0.07,78.14,0.09,75.2,0.07,67.77,0.27,54.56,0.12,63.95,0.1,67.7,0.28,54.47,0.01,63.89,0.17,63.89
51,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/051_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels64_K2,0,199.94,0.001,5e-05,0.0,64,2,80.13,0.04,74.27,0.03,75.41,0.05,78.49,0.19,75.4,0.05,68.06,0.13,55.19,0.19,64.17,0.03,68.0,0.16,54.8,0.29,64.07,0.04,64.07
52,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/052_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.0 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.0_hidden_channels64_K3,0,187.73,0.001,5e-05,0.0,64,3,79.98,0.5,74.43,0.18,75.36,0.1,79.12,0.92,75.35,0.1,68.11,0.2,55.74,0.49,64.26,0.14,67.67,0.69,55.48,0.71,63.5,0.73,63.5
53,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels32_K2,search_logs_frontdoor/twitch/gat/stage1/053_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels32_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 32 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels32_K2,0,192.92,0.001,5e-05,0.1,32,2,77.23,0.11,74.63,0.02,75.38,0.1,77.23,0.1,75.38,0.1,68.04,0.0,54.4,0.32,64.01,0.15,68.02,0.0,54.1,0.09,64.01,0.15,64.01
54,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/054_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels32_K3,0,170.38,0.001,5e-05,0.1,32,3,76.99,0.55,74.5,0.16,75.18,0.33,76.98,0.54,75.18,0.33,67.82,0.28,53.8,0.52,63.8,0.36,67.79,0.25,53.72,0.42,63.8,0.36,63.8
55,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/055_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels64_K2,0,193.51,0.001,5e-05,0.1,64,2,78.06,0.08,74.87,0.07,75.41,0.02,78.04,0.05,75.41,0.03,68.31,0.21,54.48,0.11,63.98,0.09,68.29,0.24,54.45,0.15,63.9,0.09,63.9
56,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/056_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.1 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.1_hidden_channels64_K3,0,187.68,0.001,5e-05,0.1,64,3,78.56,0.23,74.87,0.11,75.54,0.06,78.39,0.01,75.53,0.07,68.26,0.03,54.77,0.21,63.98,0.04,68.22,0.07,54.63,0.04,63.75,0.07,63.75
57,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels32_K2,search_logs_frontdoor/twitch/gat/stage1/057_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels32_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 32 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels32_K2,0,190.56,0.001,5e-05,0.2,32,2,76.68,0.12,74.56,0.04,75.13,0.05,76.68,0.12,75.12,0.07,67.51,0.09,54.27,0.53,63.61,0.11,67.48,0.05,53.45,0.03,63.59,0.14,63.59
58,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/058_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels32_K3,0,184.88,0.001,5e-05,0.2,32,3,76.81,0.07,74.61,0.14,75.15,0.02,76.81,0.07,75.15,0.02,67.58,0.06,54.21,0.07,63.53,0.14,67.56,0.05,53.45,0.08,63.53,0.14,63.53
59,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/059_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels64_K2,0,201.03,0.001,5e-05,0.2,64,2,77.53,0.51,74.86,0.1,75.4,0.24,77.52,0.52,75.39,0.24,68.08,0.22,54.23,0.18,63.66,0.19,68.05,0.21,54.13,0.31,63.59,0.12,63.59
60,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/060_twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 5e-05 --dropout 0.2 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay5e-05_dropout0.2_hidden_channels64_K3,0,200.22,0.001,5e-05,0.2,64,3,77.39,0.07,74.87,0.09,75.39,0.01,77.38,0.06,75.39,0.01,67.99,0.26,54.01,0.02,63.7,0.11,67.96,0.23,54.0,0.03,63.57,0.24,63.57
61,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels32_K2,search_logs_frontdoor/twitch/gat/stage1/061_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels32_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels32_K2,0,198.82,0.001,0.0001,0.0,32,2,78.46,0.59,74.26,0.1,75.25,0.04,78.11,0.15,75.24,0.04,68.08,0.03,54.82,0.23,64.02,0.0,68.07,0.03,54.68,0.06,63.96,0.07,63.96
62,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/062_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels32_K3,0,183.97,0.001,0.0001,0.0,32,3,78.22,0.18,74.11,0.1,75.1,0.15,78.01,0.32,75.08,0.15,67.79,0.19,54.66,0.07,63.94,0.06,67.79,0.19,54.55,0.23,63.93,0.06,63.93
63,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/063_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels64_K2,0,174.84,0.001,0.0001,0.0,64,2,79.11,0.98,74.38,0.02,75.31,0.12,78.47,0.08,75.28,0.09,68.0,0.19,55.0,0.31,64.07,0.03,67.89,0.32,54.82,0.08,63.89,0.08,63.89
64,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/064_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.0 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.0_hidden_channels64_K3,0,222.77,0.001,0.0001,0.0,64,3,79.47,1.39,74.38,0.09,75.29,0.04,79.33,1.21,75.24,0.02,68.13,0.01,55.53,0.71,64.23,0.25,67.67,0.62,55.47,0.65,63.35,0.79,63.35
65,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels32_K2,search_logs_frontdoor/twitch/gat/stage1/065_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels32_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.1 --hidden_channels 32 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels32_K2,0,193.71,0.001,0.0001,0.1,32,2,77.44,0.06,74.68,0.07,75.43,0.02,77.43,0.06,75.43,0.02,68.12,0.08,54.36,0.35,64.1,0.01,68.11,0.09,54.17,0.16,64.1,0.01,64.1
66,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/066_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.1 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels32_K3,0,190.75,0.001,0.0001,0.1,32,3,77.25,0.25,74.6,0.04,75.23,0.26,77.24,0.24,75.23,0.25,67.93,0.15,54.03,0.15,63.83,0.35,67.9,0.12,53.87,0.32,63.83,0.35,63.83
67,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/067_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.1 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels64_K2,0,177.11,0.001,0.0001,0.1,64,2,78.29,0.05,74.93,0.08,75.5,0.08,78.29,0.05,75.5,0.07,68.35,0.07,54.57,0.09,64.09,0.05,68.29,0.05,54.57,0.08,63.91,0.07,63.91
68,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/068_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.1 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.1_hidden_channels64_K3,0,197.86,0.001,0.0001,0.1,64,3,78.37,0.08,74.85,0.02,75.49,0.04,78.24,0.1,75.47,0.02,68.36,0.05,54.96,0.03,64.06,0.13,68.31,0.07,54.85,0.11,63.89,0.09,63.89
69,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels32_K2,search_logs_frontdoor/twitch/gat/stage1/069_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels32_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 32 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels32_K2,0,174.6,0.001,0.0001,0.2,32,2,76.68,0.32,74.54,0.08,75.11,0.15,76.67,0.31,75.11,0.15,67.48,0.13,54.29,0.52,63.6,0.18,67.45,0.12,53.46,0.1,63.59,0.19,63.59
70,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels32_K3,search_logs_frontdoor/twitch/gat/stage1/070_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels32_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 32 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels32_K3,0,189.29,0.001,0.0001,0.2,32,3,76.74,0.08,74.61,0.11,75.16,0.08,76.74,0.08,75.16,0.08,67.42,0.23,54.24,0.01,63.55,0.29,67.37,0.27,53.38,0.22,63.55,0.29,63.55
71,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels64_K2,search_logs_frontdoor/twitch/gat/stage1/071_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels64_K2.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 64 --K 2 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels64_K2,0,177.22,0.001,0.0001,0.2,64,2,77.38,0.04,74.85,0.02,75.35,0.1,77.38,0.04,75.34,0.11,67.98,0.2,53.93,0.03,63.69,0.06,67.97,0.2,53.92,0.05,63.65,0.05,63.65
72,twitch,gat,stage1,twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels64_K3,search_logs_frontdoor/twitch/gat/stage1/072_twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels64_K3.log,python main_frontdoor.py --dataset twitch --backbone_type gat --store_result --epochs 500 --runs 2 --num_layers 2 --device 1 --seed 2024 --lr 0.001 --weight_decay 0.0001 --dropout 0.2 --hidden_channels 64 --K 3 --result_name twitch_gat_frontdoor_stage1_lr0.001_weight_decay0.0001_dropout0.2_hidden_channels64_K3,0,188.26,0.001,0.0001,0.2,64,3,77.52,0.04,74.91,0.03,75.42,0.02,77.52,0.04,75.4,0.0,68.04,0.2,54.1,0.05,63.68,0.13,68.01,0.19,54.09,0.04,63.56,0.2,63.56
