index,dataset,stage,result_name,log_file,command,return_code,elapsed_seconds,lr,weight_decay,dropout,lamda,K,hidden_channels,other_env_reduce,highest_train,highest_train_std,highest_valid,highest_valid_std,highest_in_test,highest_in_test_std,final_train,final_train_std,final_in_test,final_in_test_std,highest_ood_test_1,highest_ood_test_1_std,final_ood_test_1,final_ood_test_1_std,last_final_ood_test
11,pubmed,stage1,pubmed_stage1_lr0.01_weight_decay5e-05_dropout0.3_lamda1.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/011_pubmed_stage1_lr0.01_weight_decay5e-05_dropout0.3_lamda1.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.01 --weight_decay 5e-05 --dropout 0.3 --lamda 1.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.01_weight_decay5e-05_dropout0.3_lamda1.0_K3_hidden_channels64_other_env_reduceenv,0,778.32,0.01,5e-05,0.3,1.0,3,64,env,99.77,0.0,97.42,0.06,97.52,0.06,99.76,0.02,97.42,0.02,93.31,1.28,91.14,0.53,91.14
12,pubmed,stage1,pubmed_stage1_lr0.01_weight_decay5e-05_dropout0.3_lamda2.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/012_pubmed_stage1_lr0.01_weight_decay5e-05_dropout0.3_lamda2.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.01 --weight_decay 5e-05 --dropout 0.3 --lamda 2.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.01_weight_decay5e-05_dropout0.3_lamda2.0_K3_hidden_channels64_other_env_reduceenv,0,419.08,0.01,5e-05,0.3,2.0,3,64,env,99.78,0.01,97.45,0.03,97.57,0.01,99.76,0.0,97.49,0.05,92.98,1.27,91.73,1.64,91.73
13,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda0.1_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/013_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda0.1_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --lamda 0.1 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda0.1_K3_hidden_channels64_other_env_reduceenv,0,622.66,0.005,5e-05,0.1,0.1,3,64,env,100.0,0.0,98.24,0.02,98.24,0.06,100.0,0.0,98.14,0.03,89.62,0.14,88.53,0.21,88.53
14,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda0.5_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/014_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda0.5_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --lamda 0.5 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda0.5_K3_hidden_channels64_other_env_reduceenv,0,488.82,0.005,5e-05,0.1,0.5,3,64,env,100.0,0.0,98.22,0.03,98.22,0.01,100.0,0.0,98.19,0.03,89.23,0.34,88.45,0.51,88.45
15,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda1.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/015_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda1.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --lamda 1.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda1.0_K3_hidden_channels64_other_env_reduceenv,0,676.29,0.005,5e-05,0.1,1.0,3,64,env,100.0,0.0,98.21,0.05,98.22,0.05,100.0,0.0,98.12,0.12,89.73,0.51,88.42,1.19,88.42
16,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda2.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/016_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda2.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.1 --lamda 2.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.1_lamda2.0_K3_hidden_channels64_other_env_reduceenv,0,1177.48,0.005,5e-05,0.1,2.0,3,64,env,100.0,0.0,98.18,0.04,98.16,0.02,100.0,0.0,98.12,0.0,89.25,0.5,87.9,0.26,87.9
17,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda0.1_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/017_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda0.1_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 0.1 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda0.1_K3_hidden_channels64_other_env_reduceenv,0,759.3,0.005,5e-05,0.2,0.1,3,64,env,99.99,0.0,98.09,0.04,98.14,0.01,99.97,0.0,98.11,0.04,92.18,1.05,90.73,0.93,90.73
18,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda0.5_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/018_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda0.5_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 0.5 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda0.5_K3_hidden_channels64_other_env_reduceenv,0,866.32,0.005,5e-05,0.2,0.5,3,64,env,99.99,0.0,98.09,0.0,98.14,0.04,99.99,0.0,98.08,0.02,92.22,1.13,90.12,0.76,90.12
19,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/019_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 1.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda1.0_K3_hidden_channels64_other_env_reduceenv,0,672.85,0.005,5e-05,0.2,1.0,3,64,env,99.99,0.0,98.07,0.02,98.08,0.02,99.99,0.0,98.04,0.03,92.21,0.44,90.58,0.41,90.58
20,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/020_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.2 --lamda 2.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.2_lamda2.0_K3_hidden_channels64_other_env_reduceenv,0,519.23,0.005,5e-05,0.2,2.0,3,64,env,99.99,0.0,98.1,0.0,98.1,0.05,99.98,0.0,98.03,0.11,91.91,0.24,90.53,0.35,90.53
21,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda0.1_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/021_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda0.1_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.3 --lamda 0.1 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda0.1_K3_hidden_channels64_other_env_reduceenv,0,442.49,0.005,5e-05,0.3,0.1,3,64,env,99.61,0.04,97.19,0.03,97.4,0.04,99.6,0.03,97.37,0.01,92.27,0.43,90.93,1.44,90.93
22,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda0.5_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/022_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda0.5_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.3 --lamda 0.5 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda0.5_K3_hidden_channels64_other_env_reduceenv,0,390.04,0.005,5e-05,0.3,0.5,3,64,env,99.66,0.01,97.24,0.02,97.47,0.06,99.62,0.02,97.41,0.11,92.59,1.43,90.8,1.21,90.8
23,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda1.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/023_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda1.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.3 --lamda 1.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda1.0_K3_hidden_channels64_other_env_reduceenv,0,463.54,0.005,5e-05,0.3,1.0,3,64,env,99.67,0.01,97.31,0.05,97.53,0.06,99.64,0.0,97.44,0.05,92.65,1.26,91.51,0.69,91.51
24,pubmed,stage1,pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda2.0_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/024_pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda2.0_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.005 --weight_decay 5e-05 --dropout 0.3 --lamda 2.0 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.005_weight_decay5e-05_dropout0.3_lamda2.0_K3_hidden_channels64_other_env_reduceenv,0,506.26,0.005,5e-05,0.3,2.0,3,64,env,99.69,0.02,97.32,0.05,97.47,0.07,99.69,0.02,97.43,0.03,92.78,1.41,91.7,0.99,91.7
25,pubmed,stage1,pubmed_stage1_lr0.001_weight_decay5e-05_dropout0.1_lamda0.1_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/025_pubmed_stage1_lr0.001_weight_decay5e-05_dropout0.1_lamda0.1_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.1 --lamda 0.1 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.001_weight_decay5e-05_dropout0.1_lamda0.1_K3_hidden_channels64_other_env_reduceenv,0,473.45,0.001,5e-05,0.1,0.1,3,64,env,98.58,0.3,95.98,0.08,96.11,0.15,98.55,0.26,96.09,0.12,80.89,0.76,80.74,0.69,80.74
26,pubmed,stage1,pubmed_stage1_lr0.001_weight_decay5e-05_dropout0.1_lamda0.5_K3_hidden_channels64_other_env_reduceenv,search_logs/pubmed/stage1/026_pubmed_stage1_lr0.001_weight_decay5e-05_dropout0.1_lamda0.5_K3_hidden_channels64_other_env_reduceenv.log,python main.py --dataset pubmed --backbone_type gcn --env_type graph --combine_result --store_result --epochs 500 --runs 2 --num_layers 2 --expert_agg mean --tau 2 --device 1 --other_env_objective irm --lr 0.001 --weight_decay 5e-05 --dropout 0.1 --lamda 0.5 --K 3 --hidden_channels 64 --other_env_reduce env --result_name pubmed_stage1_lr0.001_weight_decay5e-05_dropout0.1_lamda0.5_K3_hidden_channels64_other_env_reduceenv,0,416.44,0.001,5e-05,0.1,0.5,3,64,env,98.66,0.28,96.03,0.1,96.13,0.22,98.63,0.33,96.1,0.22,81.2,0.67,80.88,1.12,80.88
